epoch,n_runs_with_data,spearman_to_final,top3_overlap
0,9,0.9333333333333332,3
1,9,0.9,3
2,9,0.9333333333333332,3
3,9,0.9333333333333332,3
4,9,0.8333333333333333,2
5,9,0.8333333333333333,2
6,9,0.8333333333333333,2
7,9,0.8333333333333333,2
8,7,1.0,3
9,7,1.0,3
10,7,1.0,3
11,6,1.0,2
