K,n_runs,n_finished_at_K,top1_in_top33pct@K,top3_in_top33pct@K,top1_in_top50pct@K,top3_in_top50pct@K,top1_in_top67pct@K,top3_in_top67pct@K,spearman,project,group,n_runs_total
30,9,9,0,2,1,3,1,3,0.7999999999999999,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__lc_sweep,9
50,9,9,0,1,0,2,1,3,0.6833333333333333,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__lc_sweep,9
5,9,8,0,0,0,1,0,2,-0.41666666666666663,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
10,9,8,1,2,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
50,9,9,1,2,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30__lc_sweep,9
5,9,9,0,0,1,2,1,2,0.3,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
10,9,9,0,0,1,2,1,3,0.45,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
15,9,9,0,0,1,2,1,3,0.4666666666666666,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
20,9,9,0,0,1,2,1,3,0.48333333333333334,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
30,9,9,0,0,1,2,1,3,0.45,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
50,9,9,0,1,1,2,1,3,0.48333333333333334,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30__lc_sweep,9
5,6,6,0,1,0,1,1,2,-0.14285714285714288,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
10,6,6,0,1,0,1,0,2,-0.2571428571428572,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
15,6,6,0,1,0,1,1,3,-0.14285714285714288,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
20,6,6,0,2,0,2,1,3,0.2571428571428572,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
30,6,6,0,2,0,2,0,2,-0.14285714285714288,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
50,6,6,0,1,0,1,0,2,-0.14285714285714288,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse__klnull_sweep_v2,6
5,9,9,1,3,1,3,1,3,0.8499999999999999,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
10,9,9,1,3,1,3,1,3,0.6666666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
15,9,9,0,2,1,3,1,3,0.26666666666666666,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.6666666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.75,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
50,9,9,1,3,1,3,1,3,0.8166666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_obsnoise005__lc_sweep,9
5,9,9,0,1,1,3,1,3,0.7833333333333333,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
10,9,9,0,1,1,3,1,3,0.8166666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
15,9,9,0,1,1,3,1,3,0.7833333333333333,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
20,9,9,0,1,1,3,1,3,0.7166666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.9,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
50,9,9,0,1,1,3,1,3,0.7333333333333334,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
5,9,7,1,1,1,1,1,1,-0.16666666666666669,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
10,9,7,1,2,1,3,1,3,0.8166666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.9,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
50,9,9,0,2,1,3,1,3,0.8499999999999999,Lorenz_INDpartial_N100_D1_NormTrue_T7__JacobianODE,lorenz_partial_100d_7lat_additive_mse_p30_obsnoise001__lc_sweep,9
5,9,9,1,3,1,3,1,3,0.8833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
10,9,9,1,3,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
50,9,9,0,2,1,3,1,3,0.8166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
10,9,9,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
15,9,9,1,2,1,3,1,3,0.6833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
20,9,9,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
50,9,9,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse__lc_sweep,9
5,22,21,1,3,1,3,1,3,0.582294349484449,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
10,22,20,1,3,1,3,1,3,0.7003125834904999,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
15,22,20,1,3,1,3,1,3,0.7660909314134942,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
20,22,20,1,3,1,3,1,3,0.8205281848670066,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
30,22,20,1,3,1,3,1,3,0.7558839463909607,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
50,22,19,1,3,1,3,1,3,0.9087820155497738,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_adaptivelatent__lc_sweep,22
5,18,18,1,3,1,3,1,3,0.42002063983488136,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
10,18,18,1,2,1,3,1,3,0.03199174406604747,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
15,18,18,1,3,1,3,1,3,0.4654282765737873,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
20,18,16,1,3,1,3,1,3,0.5810113519091847,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
30,18,13,1,3,1,3,1,3,0.7729618163054695,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
50,18,13,1,3,1,3,1,3,0.9009287925696594,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform__lc_sweep,18
5,9,9,1,2,1,3,1,3,0.39999999999999997,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
10,9,9,0,2,1,3,1,3,0.5666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
15,9,9,1,2,1,3,1,3,0.39999999999999997,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
20,9,9,1,2,1,3,1,3,0.39999999999999997,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
30,9,8,1,3,1,3,1,3,0.7166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
50,9,8,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30__lc_sweep,9
5,9,8,0,0,1,2,1,3,0.5166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
10,9,9,0,2,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
15,9,9,0,2,1,3,1,3,0.7666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
20,9,9,1,2,1,3,1,3,0.8166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
50,9,9,0,2,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30__lc_sweep,9
5,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
10,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
50,9,9,1,3,1,3,1,3,0.9166666666666666,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_obsnoise001__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.8333333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
10,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
30,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
50,9,9,1,3,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_obsnoise005__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
10,9,9,1,2,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
20,9,9,0,2,1,3,1,3,0.8499999999999999,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.9166666666666666,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
50,9,9,1,2,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.6666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
10,9,9,0,2,1,3,1,3,0.6,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
15,9,8,1,2,1,3,1,3,0.7833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
20,9,9,1,2,1,3,1,3,0.7166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
30,9,9,1,2,1,2,1,3,0.6166666666666666,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
50,9,8,1,2,1,3,1,3,0.7,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_p30_obsnoise001__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
10,9,9,1,2,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
15,9,9,1,2,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
20,9,9,1,2,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
30,9,9,1,2,1,3,1,3,0.9833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
50,9,9,1,2,1,3,1,3,0.9666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_gennmse_obsnoise001__lc_sweep,11
5,38,37,0,2,1,3,1,3,0.6677973520078784,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
10,38,33,0,1,0,2,1,3,0.562315351789036,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
15,38,36,1,2,1,3,1,3,0.7599299704562862,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
20,38,35,0,2,1,3,1,3,0.7406718459350038,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
30,38,34,1,2,1,3,1,3,0.8148593938067622,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
50,38,29,1,3,1,3,1,3,0.8781048254732464,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__enchd_lc_sweep,39
5,8,4,1,3,1,3,1,3,0.9761904761904763,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
10,8,4,1,3,1,3,1,3,0.9761904761904763,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
15,8,5,1,2,1,2,1,3,0.7380952380952381,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
20,8,8,1,2,1,2,1,3,0.6428571428571429,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
30,8,8,1,3,1,3,1,3,0.9761904761904763,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
50,8,8,0,2,1,3,1,3,0.7857142857142858,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__nolpl_lc_sweep,8
5,59,58,0,2,1,3,1,3,0.48682815703860455,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
10,59,57,0,2,1,3,1,3,0.5737695452183272,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
15,59,54,1,2,1,2,1,3,0.7520508846723769,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
20,59,54,0,1,1,3,1,3,0.6697658817667692,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
30,59,52,1,2,1,3,1,3,0.7878686072588384,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
50,59,46,1,3,1,3,1,3,0.870482055387495,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise001__vae_kl_lc_sweep,60
5,9,9,0,1,1,2,1,3,0.16666666666666669,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
10,9,9,0,1,1,2,1,3,0.19999999999999998,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
15,9,9,0,2,1,3,1,3,0.48333333333333334,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
20,9,9,0,1,1,3,1,3,0.18333333333333335,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
30,9,9,0,2,0,2,1,3,0.31666666666666665,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
50,9,7,0,2,1,3,1,3,0.6166666666666666,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p30_obsnoise005__lc_sweep,9
5,9,9,1,2,1,3,1,3,0.8833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
10,9,9,1,2,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
15,9,9,1,2,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
20,9,9,1,2,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.9166666666666666,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
50,9,8,1,2,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p10_obsnoise005__lc_sweep,9
5,9,9,0,2,1,3,1,3,0.8833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
10,9,9,0,1,1,3,1,3,0.5166666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
20,9,9,1,3,1,3,1,3,0.9500000000000001,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
30,9,9,1,2,1,3,1,3,0.8666666666666667,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
50,9,9,1,2,1,3,1,3,0.8833333333333333,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise005__lc_sweep,9
5,9,4,1,3,1,3,1,3,1.0,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
10,9,9,0,2,1,3,1,3,0.8499999999999999,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
15,9,9,1,3,1,3,1,3,0.9333333333333332,Lorenz_INDpartial_N25_D1_NormTrue_T3__JacobianODE,lorenz_partial_25d_additive_mse_uniform_p50_obsnoise001__lc_sweep,9
